blockKey,total,went,rate,smoothedRate,meetsMinSample
"Tied | H1 Final 4 | YTG 61-70 | Dist 15-20",24,1,0.0417,0.1362,false
"Ahead 9-14 | H2 Mid | YTG 81-90 | Dist 20+",24,1,0.0417,0.1362,false
"Behind 6-8 | H2 Final 4 | YTG 81-90 | Dist 15-20",24,17,0.7083,0.4325,false
"Behind 3-5 | H2 Early | YTG 1-10 | Dist 9-10",24,1,0.0417,0.1362,false
"Behind 9-14 | H2 Final 4 | YTG 31-40 | Dist 11-14",24,22,0.9167,0.5251,false
"Behind 6-8 | H1 Early | YTG 91-100 | Dist 6-8",24,1,0.0417,0.1362,false
"Ahead 0-2 | H2 Early | YTG 81-90 | Dist 6-8",24,0,0.0000,0.1177,false
"Behind 3-5 | H1 Final 4 | YTG 21-30 | Dist 1",24,15,0.6250,0.3954,false
"Ahead 6-8 | H2 Mid | YTG 81-90 | Dist 9-10",24,1,0.0417,0.1362,false
"Ahead 6-8 | H2 Early | YTG 11-20 | Dist 2",24,6,0.2500,0.2288,false
"Ahead 9-14 | H2 Early | YTG 81-90 | Dist 20+",24,0,0.0000,0.1177,false
"Behind 3-5 | H1 Early | YTG 11-20 | Dist 2",24,4,0.1667,0.1917,false
"Tied | H2 Early | YTG 71-80 | Dist 1",24,5,0.2083,0.2102,false
"Ahead 9-14 | H2 Mid | YTG 91-100 | Dist 6-8",24,0,0.0000,0.1177,false
"Ahead 3-5 | H1 Final 4 | YTG 61-70 | Dist 15-20",24,1,0.0417,0.1362,false
"Ahead 15+ | H1 Final 4 | YTG 81-90 | Dist 9-10",24,0,0.0000,0.1177,false
"Ahead 9-14 | H2 Mid | YTG 51-60 | Dist 20+",24,1,0.0417,0.1362,false
"Behind 3-5 | H2 Mid | YTG 51-60 | Dist 20+",24,1,0.0417,0.1362,false
"Tied | H1 Final 4 | YTG 51-60 | Dist 11-14",24,0,0.0000,0.1177,false
"Ahead 9-14 | H1 Final 4 | YTG 31-40 | Dist 2",24,18,0.7500,0.4510,false
"Ahead 3-5 | H1 Final 4 | YTG 81-90 | Dist 11-14",24,1,0.0417,0.1362,false
"Behind 3-5 | H2 Mid | YTG 31-40 | Dist 20+",24,4,0.1667,0.1917,false
"Behind 3-5 | H1 Mid | YTG 31-40 | Dist 20+",24,2,0.0833,0.1547,false
"Behind 15+ | H1 Mid | YTG 81-90 | Dist 1",24,3,0.1250,0.1732,false
"Tied | H2 Final 4 | YTG 51-60 | Dist 9-10",24,3,0.1250,0.1732,false
"Behind 3-5 | H2 Mid | YTG 91-100 | Dist 9-10",24,0,0.0000,0.1177,false
"Behind 15+ | H1 Early | YTG 61-70 | Dist 6-8",24,2,0.0833,0.1547,false
"Ahead 0-2 | H2 Mid | YTG 21-30 | Dist 9-10",24,3,0.1250,0.1732,false
"Tied | H1 Final 4 | YTG 11-20 | Dist 1",24,16,0.6667,0.4139,false
"Behind 6-8 | H2 Final 4 | YTG 81-90 | Dist 9-10",24,15,0.6250,0.3954,false
"Behind 3-5 | H2 Early | YTG 11-20 | Dist 2",24,12,0.5000,0.3399,false
"Ahead 15+ | H1 Final 4 | YTG 81-90 | Dist 3-5",24,0,0.0000,0.1177,false
"Behind 9-14 | H1 Early | YTG 71-80 | Dist 2",23,0,0.0000,0.1199,false
"Behind 6-8 | H1 Final 4 | YTG 11-20 | Dist 11-14",23,0,0.0000,0.1199,false
"Ahead 3-5 | H1 Early | YTG 31-40 | Dist 20+",23,0,0.0000,0.1199,false
"Ahead 3-5 | H1 Mid | YTG 91-100 | Dist 20+",23,0,0.0000,0.1199,false
"Tied | H2 Final 4 | YTG 21-30 | Dist 9-10",23,0,0.0000,0.1199,false
"Behind 6-8 | H2 Final 4 | YTG 61-70 | Dist 11-14",23,11,0.4783,0.3274,false
"Behind 15+ | H1 Final 4 | YTG 51-60 | Dist 20+",23,0,0.0000,0.1199,false
"Ahead 15+ | H1 Final 4 | YTG 81-90 | Dist 6-8",23,0,0.0000,0.1199,false
"Behind 3-5 | H1 Mid | YTG 91-100 | Dist 9-10",23,0,0.0000,0.1199,false
"Ahead 6-8 | H1 Final 4 | YTG 41-50 | Dist 15-20",23,1,0.0435,0.1387,false
"Behind 15+ | H1 Mid | YTG 41-50 | Dist 20+",23,0,0.0000,0.1199,false
"Ahead 0-2 | H1 Mid | YTG 41-50 | Dist 3-5",23,1,0.0435,0.1387,false
"Behind 3-5 | H1 Final 4 | YTG 31-40 | Dist 2",23,15,0.6522,0.4029,false
"Behind 9-14 | H1 Early | YTG 71-80 | Dist 20+",23,2,0.0870,0.1576,false
"Ahead 3-5 | H1 Early | YTG 71-80 | Dist 2",23,3,0.1304,0.1765,false
"Behind 15+ | H2 Final 4 | YTG 81-90 | Dist 1",23,17,0.7391,0.4406,false
"Ahead 6-8 | H1 Early | YTG 11-20 | Dist 15-20",23,3,0.1304,0.1765,false
"Ahead 15+ | H2 Final 4 | YTG 71-80 | Dist 15-20",23,2,0.0870,0.1576,false
"Ahead 15+ | H1 Final 4 | YTG 41-50 | Dist 2",23,9,0.3913,0.2897,false
"Tied | H2 Final 4 | YTG 21-30 | Dist 6-8",23,3,0.1304,0.1765,false
"Ahead 15+ | H2 Early | YTG 91-100 | Dist 15-20",23,0,0.0000,0.1199,false
"Behind 0-2 | H1 Mid | YTG 81-90 | Dist 6-8",23,1,0.0435,0.1387,false
"Ahead 0-2 | H2 Early | YTG 61-70 | Dist 9-10",23,0,0.0000,0.1199,false
"Ahead 0-2 | H1 Mid | YTG 21-30 | Dist 6-8",23,3,0.1304,0.1765,false
"Ahead 9-14 | H1 Final 4 | YTG 71-80 | Dist 2",23,1,0.0435,0.1387,false
"Tied | H2 Early | YTG 21-30 | Dist 15-20",23,1,0.0435,0.1387,false
"Ahead 6-8 | H2 Final 4 | YTG 51-60 | Dist 11-14",23,1,0.0435,0.1387,false
"Behind 6-8 | H2 Mid | YTG 51-60 | Dist 20+",23,1,0.0435,0.1387,false
"Ahead 3-5 | H1 Final 4 | YTG 31-40 | Dist 15-20",23,3,0.1304,0.1765,false
"Behind 6-8 | H2 Mid | YTG 91-100 | Dist 6-8",23,3,0.1304,0.1765,false
"Behind 3-5 | H2 Mid | YTG 91-100 | Dist 6-8",23,0,0.0000,0.1199,false
"Ahead 6-8 | H2 Final 4 | YTG 61-70 | Dist 9-10",23,0,0.0000,0.1199,false
"Tied | H1 Final 4 | YTG 31-40 | Dist 1",23,21,0.9130,0.5161,false
"Ahead 3-5 | H2 Final 4 | YTG 21-30 | Dist 2",23,12,0.5217,0.3463,false
"Ahead 3-5 | H1 Final 4 | YTG 21-30 | Dist 15-20",23,2,0.0870,0.1576,false
"Behind 9-14 | H2 Mid | YTG 11-20 | Dist 2",23,19,0.8261,0.4784,false
"Ahead 6-8 | H2 Early | YTG 81-90 | Dist 20+",23,0,0.0000,0.1199,false
"Tied | H2 Final 4 | YTG 71-80 | Dist 3-5",23,1,0.0435,0.1387,false
"Ahead 6-8 | H2 Final 4 | YTG 31-40 | Dist 11-14",23,5,0.2174,0.2142,false
"Ahead 9-14 | H2 Early | YTG 31-40 | Dist 20+",23,2,0.0870,0.1576,false
"Ahead 15+ | H1 Final 4 | YTG 71-80 | Dist 1",23,4,0.1739,0.1953,false
"Behind 15+ | H2 Final 4 | YTG 11-20 | Dist 2",23,22,0.9565,0.5350,false
"Behind 3-5 | H2 Final 4 | YTG 61-70 | Dist 1",23,22,0.9565,0.5350,false
"Behind 9-14 | H1 Final 4 | YTG 71-80 | Dist 20+",23,0,0.0000,0.1199,false
"Behind 6-8 | H1 Mid | YTG 81-90 | Dist 2",23,2,0.0870,0.1576,false
"Ahead 6-8 | H1 Early | YTG 21-30 | Dist 15-20",23,3,0.1304,0.1765,false
"Ahead 6-8 | H1 Early | YTG 91-100 | Dist 11-14",23,0,0.0000,0.1199,false
"Ahead 6-8 | H2 Final 4 | YTG 1-10 | Dist 6-8",23,1,0.0435,0.1387,false
"Behind 0-2 | H2 Mid | YTG 71-80 | Dist 9-10",23,4,0.1739,0.1953,false
"Behind 9-14 | H1 Early | YTG 21-30 | Dist 1",23,17,0.7391,0.4406,false
"Tied | H2 Mid | YTG 21-30 | Dist 2",23,12,0.5217,0.3463,false
"Behind 9-14 | H2 Early | YTG 1-10 | Dist 9-10",23,0,0.0000,0.1199,false
"Tied | H2 Final 4 | YTG 61-70 | Dist 6-8",23,2,0.0870,0.1576,false
"Behind 6-8 | H2 Final 4 | YTG 31-40 | Dist 11-14",23,17,0.7391,0.4406,false
"Ahead 9-14 | H1 Early | YTG 11-20 | Dist 2",23,5,0.2174,0.2142,false
"Ahead 0-2 | H2 Early | YTG 41-50 | Dist 9-10",23,0,0.0000,0.1199,false
"Behind 3-5 | H2 Mid | YTG 71-80 | Dist 2",23,1,0.0435,0.1387,false
"Ahead 0-2 | H1 Mid | YTG 41-50 | Dist 6-8",23,0,0.0000,0.1199,false
"Behind 6-8 | H1 Mid | YTG 91-100 | Dist 3-5",23,2,0.0870,0.1576,false
"Tied | H2 Final 4 | YTG 1-10 | Dist 2",23,7,0.3043,0.2519,false
"Tied | H1 Mid | YTG 1-10 | Dist 9-10",23,1,0.0435,0.1387,false
"Ahead 3-5 | H2 Early | YTG 11-20 | Dist 15-20",23,0,0.0000,0.1199,false
"Ahead 15+ | H1 Final 4 | YTG 1-10 | Dist 9-10",23,1,0.0435,0.1387,false
"Behind 0-2 | H2 Early | YTG 21-30 | Dist 15-20",23,0,0.0000,0.1199,false
"Behind 3-5 | H2 Mid | YTG 21-30 | Dist 2",23,12,0.5217,0.3463,false
"Tied | H2 Final 4 | YTG 41-50 | Dist 9-10",23,4,0.1739,0.1953,false
"Behind 0-2 | H2 Mid | YTG 41-50 | Dist 1",23,21,0.9130,0.5161,false
"Ahead 9-14 | H2 Final 4 | YTG 61-70 | Dist 15-20",23,6,0.2609,0.2331,false
"Behind 3-5 | H1 Final 4 | YTG 1-10 | Dist 2",23,6,0.2609,0.2331,false
"Behind 0-2 | H2 Early | YTG 81-90 | Dist 15-20",23,0,0.0000,0.1199,false
"Behind 9-14 | H2 Final 4 | YTG 61-70 | Dist 1",23,23,1.0000,0.5538,false
"Behind 15+ | H1 Final 4 | YTG 11-20 | Dist 2",23,15,0.6522,0.4029,false
"Ahead 3-5 | H2 Mid | YTG 81-90 | Dist 1",23,5,0.2174,0.2142,false
"Ahead 9-14 | H2 Final 4 | YTG 21-30 | Dist 9-10",22,7,0.3182,0.2568,false
"Tied | H1 Mid | YTG 91-100 | Dist 20+",22,0,0.0000,0.1222,false
"Ahead 3-5 | H2 Final 4 | YTG 21-30 | Dist 11-14",22,5,0.2273,0.2183,false
"Ahead 6-8 | H2 Final 4 | YTG 11-20 | Dist 6-8",22,3,0.1364,0.1799,false
"Ahead 15+ | H1 Final 4 | YTG 11-20 | Dist 2",22,7,0.3182,0.2568,false
"Tied | H2 Final 4 | YTG 71-80 | Dist 11-14",22,1,0.0455,0.1414,false
"Ahead 15+ | H1 Mid | YTG 11-20 | Dist 15-20",22,1,0.0455,0.1414,false
"Ahead 6-8 | H1 Mid | YTG 31-40 | Dist 20+",22,0,0.0000,0.1222,false
"Ahead 6-8 | H1 Final 4 | YTG 21-30 | Dist 1",22,15,0.6818,0.4106,false
"Ahead 6-8 | H2 Mid | YTG 11-20 | Dist 15-20",22,0,0.0000,0.1222,false
"Ahead 0-2 | H2 Mid | YTG 81-90 | Dist 6-8",22,0,0.0000,0.1222,false
"Behind 0-2 | H2 Mid | YTG 51-60 | Dist 1",22,15,0.6818,0.4106,false
"Behind 0-2 | H2 Early | YTG 41-50 | Dist 9-10",22,0,0.0000,0.1222,false
"Behind 3-5 | H2 Final 4 | YTG 61-70 | Dist 2",22,20,0.9091,0.5068,false
"Behind 3-5 | H2 Mid | YTG 71-80 | Dist 20+",22,1,0.0455,0.1414,false
"Behind 6-8 | H2 Early | YTG 41-50 | Dist 20+",22,2,0.0909,0.1606,false
"Ahead 3-5 | H2 Mid | YTG 1-10 | Dist 9-10",22,1,0.0455,0.1414,false
"Tied | H2 Early | YTG 81-90 | Dist 9-10",22,0,0.0000,0.1222,false
"Ahead 6-8 | H2 Early | YTG 11-20 | Dist 15-20",22,1,0.0455,0.1414,false
"Ahead 6-8 | H1 Final 4 | YTG 81-90 | Dist 11-14",22,0,0.0000,0.1222,false
"Tied | H1 Final 4 | YTG 41-50 | Dist 15-20",22,0,0.0000,0.1222,false
"Ahead 9-14 | H2 Final 4 | YTG 31-40 | Dist 9-10",22,5,0.2273,0.2183,false
"Ahead 9-14 | H1 Mid | YTG 81-90 | Dist 20+",22,1,0.0455,0.1414,false
"Ahead 3-5 | H1 Early | YTG 81-90 | Dist 1",22,1,0.0455,0.1414,false
"Ahead 6-8 | H1 Mid | YTG 91-100 | Dist 3-5",22,2,0.0909,0.1606,false
"Behind 3-5 | H2 Final 4 | YTG 51-60 | Dist 1",22,22,1.0000,0.5453,false
"Behind 6-8 | H2 Final 4 | YTG 71-80 | Dist 11-14",22,15,0.6818,0.4106,false
"Behind 6-8 | H1 Mid | YTG 1-10 | Dist 9-10",22,1,0.0455,0.1414,false
"Ahead 9-14 | H2 Early | YTG 91-100 | Dist 11-14",22,0,0.0000,0.1222,false
"Behind 9-14 | H2 Final 4 | YTG 61-70 | Dist 20+",22,21,0.9545,0.5260,false
"Behind 0-2 | H2 Early | YTG 31-40 | Dist 11-14",22,1,0.0455,0.1414,false
"Tied | H2 Mid | YTG 31-40 | Dist 9-10",22,4,0.1818,0.1991,false
"Ahead 15+ | H2 Mid | YTG 91-100 | Dist 15-20",22,1,0.0455,0.1414,false
"Ahead 0-2 | H2 Mid | YTG 41-50 | Dist 9-10",22,0,0.0000,0.1222,false
"Behind 6-8 | H1 Final 4 | YTG 81-90 | Dist 3-5",22,3,0.1364,0.1799,false
"Ahead 6-8 | H2 Final 4 | YTG 41-50 | Dist 1",22,16,0.7273,0.4299,false
"Ahead 15+ | H1 Final 4 | YTG 51-60 | Dist 2",22,6,0.2727,0.2376,false
"Behind 9-14 | H1 Early | YTG 41-50 | Dist 2",22,10,0.4545,0.3145,false
"Behind 6-8 | H1 Mid | YTG 91-100 | Dist 11-14",22,0,0.0000,0.1222,false
"Behind 3-5 | H2 Final 4 | YTG 21-30 | Dist 11-14",22,18,0.8182,0.4683,false
"Ahead 0-2 | H1 Mid | YTG 31-40 | Dist 9-10",22,3,0.1364,0.1799,false
"Ahead 3-5 | H2 Final 4 | YTG 51-60 | Dist 15-20",22,2,0.0909,0.1606,false
"Behind 6-8 | H1 Early | YTG 81-90 | Dist 2",22,0,0.0000,0.1222,false
"Ahead 6-8 | H1 Final 4 | YTG 31-40 | Dist 11-14",22,3,0.1364,0.1799,false
"Ahead 15+ | H1 Final 4 | YTG 71-80 | Dist 15-20",22,0,0.0000,0.1222,false
"Behind 0-2 | H2 Early | YTG 51-60 | Dist 11-14",22,1,0.0455,0.1414,false
"Behind 0-2 | H1 Mid | YTG 31-40 | Dist 3-5",22,9,0.4091,0.2953,false
"Behind 3-5 | H1 Final 4 | YTG 61-70 | Dist 2",22,3,0.1364,0.1799,false
"Behind 3-5 | H2 Mid | YTG 11-20 | Dist 2",22,15,0.6818,0.4106,false
"Behind 9-14 | H1 Early | YTG 31-40 | Dist 1",22,16,0.7273,0.4299,false
"Behind 9-14 | H1 Final 4 | YTG 61-70 | Dist 20+",22,0,0.0000,0.1222,false
"Ahead 3-5 | H2 Final 4 | YTG 51-60 | Dist 2",22,2,0.0909,0.1606,false
"Behind 3-5 | H2 Mid | YTG 91-100 | Dist 11-14",22,0,0.0000,0.1222,false
"Ahead 9-14 | H1 Early | YTG 31-40 | Dist 9-10",22,7,0.3182,0.2568,false
"Ahead 0-2 | H2 Early | YTG 71-80 | Dist 3-5",22,1,0.0455,0.1414,false
"Ahead 0-2 | H2 Mid | YTG 21-30 | Dist 11-14",22,2,0.0909,0.1606,false
"Tied | H2 Early | YTG 91-100 | Dist 6-8",22,0,0.0000,0.1222,false
"Ahead 0-2 | H2 Early | YTG 61-70 | Dist 11-14",22,3,0.1364,0.1799,false
"Ahead 15+ | H2 Early | YTG 91-100 | Dist 20+",22,2,0.0909,0.1606,false
"Behind 6-8 | H2 Final 4 | YTG 1-10 | Dist 2",22,16,0.7273,0.4299,false
"Ahead 15+ | H1 Final 4 | YTG 21-30 | Dist 2",22,13,0.5909,0.3722,false
"Behind 0-2 | H2 Mid | YTG 71-80 | Dist 11-14",22,0,0.0000,0.1222,false
"Tied | H2 Mid | YTG 71-80 | Dist 2",22,0,0.0000,0.1222,false
"Ahead 6-8 | H1 Final 4 | YTG 51-60 | Dist 1",22,9,0.4091,0.2953,false
"Behind 3-5 | H1 Early | YTG 91-100 | Dist 6-8",22,1,0.0455,0.1414,false
"Ahead 15+ | H2 Early | YTG 21-30 | Dist 20+",22,2,0.0909,0.1606,false
"Ahead 0-2 | H2 Early | YTG 61-70 | Dist 2",22,0,0.0000,0.1222,false
"Behind 6-8 | H2 Final 4 | YTG 41-50 | Dist 2",21,21,1.0000,0.5363,false
"Ahead 15+ | H2 Early | YTG 91-100 | Dist 9-10",21,0,0.0000,0.1246,false
"Ahead 6-8 | H2 Mid | YTG 81-90 | Dist 1",21,3,0.1429,0.1834,false
"Behind 6-8 | H1 Final 4 | YTG 81-90 | Dist 9-10",21,0,0.0000,0.1246,false
"Ahead 0-2 | H2 Final 4 | YTG 1-10 | Dist 6-8",21,5,0.2381,0.2226,false
"Behind 9-14 | H1 Final 4 | YTG 11-20 | Dist 15-20",21,0,0.0000,0.1246,false
"Ahead 6-8 | H1 Mid | YTG 81-90 | Dist 2",21,0,0.0000,0.1246,false
"Ahead 0-2 | H2 Early | YTG 41-50 | Dist 11-14",21,1,0.0476,0.1442,false
"Behind 0-2 | H1 Final 4 | YTG 1-10 | Dist 6-8",21,0,0.0000,0.1246,false
"Ahead 15+ | H1 Mid | YTG 41-50 | Dist 15-20",21,1,0.0476,0.1442,false
"Ahead 3-5 | H2 Early | YTG 91-100 | Dist 11-14",21,0,0.0000,0.1246,false
"Ahead 3-5 | H2 Mid | YTG 81-90 | Dist 9-10",21,0,0.0000,0.1246,false
"Tied | H2 Early | YTG 91-100 | Dist 11-14",21,0,0.0000,0.1246,false
"Tied | H2 Final 4 | YTG 31-40 | Dist 9-10",21,4,0.1905,0.2030,false
"Ahead 9-14 | H2 Final 4 | YTG 61-70 | Dist 11-14",21,1,0.0476,0.1442,false
"Behind 3-5 | H2 Final 4 | YTG 11-20 | Dist 6-8",21,21,1.0000,0.5363,false
"Behind 3-5 | H2 Final 4 | YTG 41-50 | Dist 15-20",21,16,0.7619,0.4383,false
"Ahead 3-5 | H2 Early | YTG 91-100 | Dist 3-5",21,0,0.0000,0.1246,false
"Ahead 6-8 | H2 Early | YTG 1-10 | Dist 2",21,9,0.4286,0.3010,false
"Ahead 3-5 | H2 Final 4 | YTG 41-50 | Dist 1",21,10,0.4762,0.3207,false
"Behind 0-2 | H2 Early | YTG 11-20 | Dist 11-14",21,0,0.0000,0.1246,false
"Behind 0-2 | H2 Early | YTG 51-60 | Dist 1",21,10,0.4762,0.3207,false
"Ahead 15+ | H1 Mid | YTG 41-50 | Dist 2",21,11,0.5238,0.3403,false
"Ahead 3-5 | H1 Mid | YTG 31-40 | Dist 20+",21,2,0.0952,0.1638,false
"Ahead 0-2 | H2 Early | YTG 51-60 | Dist 11-14",21,0,0.0000,0.1246,false
"Behind 9-14 | H2 Final 4 | YTG 1-10 | Dist 6-8",21,16,0.7619,0.4383,false
"Behind 15+ | H2 Final 4 | YTG 81-90 | Dist 20+",21,4,0.1905,0.2030,false
"Ahead 9-14 | H2 Final 4 | YTG 51-60 | Dist 11-14",21,1,0.0476,0.1442,false
"Ahead 9-14 | H1 Early | YTG 31-40 | Dist 11-14",21,1,0.0476,0.1442,false
"Behind 15+ | H2 Final 4 | YTG 71-80 | Dist 20+",21,8,0.3810,0.2814,false
"Ahead 0-2 | H2 Mid | YTG 71-80 | Dist 9-10",21,0,0.0000,0.1246,false
"Ahead 6-8 | H2 Early | YTG 51-60 | Dist 20+",21,2,0.0952,0.1638,false
"Tied | H2 Final 4 | YTG 31-40 | Dist 6-8",21,5,0.2381,0.2226,false
"Ahead 15+ | H1 Mid | YTG 71-80 | Dist 2",21,2,0.0952,0.1638,false
"Ahead 3-5 | H1 Mid | YTG 41-50 | Dist 20+",21,0,0.0000,0.1246,false
"Ahead 0-2 | H2 Final 4 | YTG 71-80 | Dist 6-8",21,0,0.0000,0.1246,false
"Behind 9-14 | H1 Final 4 | YTG 21-30 | Dist 2",21,10,0.4762,0.3207,false
"Ahead 0-2 | H2 Mid | YTG 71-80 | Dist 11-14",21,1,0.0476,0.1442,false
"Ahead 6-8 | H1 Final 4 | YTG 61-70 | Dist 2",21,1,0.0476,0.1442,false
"Behind 6-8 | H1 Mid | YTG 31-40 | Dist 20+",21,1,0.0476,0.1442,false
"Ahead 9-14 | H1 Early | YTG 71-80 | Dist 9-10",21,0,0.0000,0.1246,false
"Tied | H1 Final 4 | YTG 41-50 | Dist 2",21,16,0.7619,0.4383,false
"Ahead 6-8 | H1 Mid | YTG 91-100 | Dist 15-20",21,0,0.0000,0.1246,false
"Tied | H1 Early | YTG 1-10 | Dist 20+",21,0,0.0000,0.1246,false
"Behind 6-8 | H2 Final 4 | YTG 31-40 | Dist 1",21,19,0.9048,0.4971,false
"Behind 0-2 | H1 Mid | YTG 1-10 | Dist 2",21,4,0.1905,0.2030,false
"Behind 15+ | H1 Early | YTG 61-70 | Dist 9-10",21,1,0.0476,0.1442,false
"Ahead 0-2 | H2 Mid | YTG 81-90 | Dist 3-5",21,1,0.0476,0.1442,false
"Ahead 0-2 | H2 Mid | YTG 11-20 | Dist 3-5",21,1,0.0476,0.1442,false
"Ahead 6-8 | H2 Early | YTG 91-100 | Dist 6-8",21,0,0.0000,0.1246,false
"Ahead 0-2 | H2 Early | YTG 1-10 | Dist 6-8",21,1,0.0476,0.1442,false
"Ahead 15+ | H2 Final 4 | YTG 81-90 | Dist 15-20",21,0,0.0000,0.1246,false
"Behind 3-5 | H1 Final 4 | YTG 21-30 | Dist 15-20",21,0,0.0000,0.1246,false
"Behind 9-14 | H2 Final 4 | YTG 11-20 | Dist 6-8",21,20,0.9524,0.5167,false
"Behind 9-14 | H2 Early | YTG 21-30 | Dist 20+",21,1,0.0476,0.1442,false
"Behind 0-2 | H2 Mid | YTG 51-60 | Dist 9-10",21,1,0.0476,0.1442,false
"Behind 0-2 | H2 Early | YTG 31-40 | Dist 9-10",21,3,0.1429,0.1834,false
"Ahead 3-5 | H2 Final 4 | YTG 71-80 | Dist 11-14",21,0,0.0000,0.1246,false
"Behind 3-5 | H1 Final 4 | YTG 81-90 | Dist 3-5",21,5,0.2381,0.2226,false
"Ahead 3-5 | H2 Mid | YTG 41-50 | Dist 20+",21,0,0.0000,0.1246,false
"Behind 0-2 | H2 Early | YTG 61-70 | Dist 1",21,8,0.3810,0.2814,false
"Ahead 6-8 | H1 Final 4 | YTG 21-30 | Dist 2",21,9,0.4286,0.3010,false
"Behind 9-14 | H1 Early | YTG 81-90 | Dist 3-5",21,0,0.0000,0.1246,false
"Behind 9-14 | H1 Final 4 | YTG 21-30 | Dist 15-20",21,1,0.0476,0.1442,false
"Tied | H2 Mid | YTG 81-90 | Dist 6-8",21,0,0.0000,0.1246,false
"Ahead 0-2 | H2 Early | YTG 61-70 | Dist 1",21,9,0.4286,0.3010,false
"Ahead 3-5 | H1 Final 4 | YTG 41-50 | Dist 2",20,10,0.5000,0.3271,false
"Behind 0-2 | H1 Final 4 | YTG 11-20 | Dist 6-8",20,0,0.0000,0.1271,false
"Ahead 0-2 | H2 Mid | YTG 21-30 | Dist 1",20,13,0.6500,0.3871,false
"Ahead 9-14 | H2 Mid | YTG 41-50 | Dist 20+",20,0,0.0000,0.1271,false
"Ahead 9-14 | H1 Early | YTG 1-10 | Dist 9-10",20,1,0.0500,0.1471,false
"Ahead 9-14 | H1 Mid | YTG 91-100 | Dist 15-20",20,1,0.0500,0.1471,false
"Behind 9-14 | H2 Final 4 | YTG 11-20 | Dist 15-20",20,16,0.8000,0.4471,false
"Ahead 15+ | H2 Final 4 | YTG 61-70 | Dist 20+",20,1,0.0500,0.1471,false
"Tied | H1 Final 4 | YTG 51-60 | Dist 2",20,5,0.2500,0.2271,false
"Ahead 9-14 | H2 Mid | YTG 91-100 | Dist 3-5",20,1,0.0500,0.1471,false
"Ahead 3-5 | H2 Early | YTG 91-100 | Dist 9-10",20,0,0.0000,0.1271,false
"Behind 0-2 | H2 Early | YTG 81-90 | Dist 11-14",20,0,0.0000,0.1271,false
"Ahead 15+ | H1 Final 4 | YTG 81-90 | Dist 11-14",20,0,0.0000,0.1271,false
"Ahead 9-14 | H1 Final 4 | YTG 81-90 | Dist 9-10",20,0,0.0000,0.1271,false
"Behind 3-5 | H2 Early | YTG 51-60 | Dist 20+",20,0,0.0000,0.1271,false
"Behind 3-5 | H2 Final 4 | YTG 31-40 | Dist 11-14",20,15,0.7500,0.4271,false
"Behind 3-5 | H2 Mid | YTG 81-90 | Dist 1",20,7,0.3500,0.2671,false
"Ahead 9-14 | H1 Mid | YTG 71-80 | Dist 20+",20,0,0.0000,0.1271,false
"Ahead 9-14 | H1 Mid | YTG 91-100 | Dist 11-14",20,0,0.0000,0.1271,false
"Ahead 6-8 | H1 Final 4 | YTG 51-60 | Dist 15-20",20,0,0.0000,0.1271,false
"Behind 3-5 | H1 Final 4 | YTG 41-50 | Dist 2",20,10,0.5000,0.3271,false
"Ahead 6-8 | H2 Mid | YTG 91-100 | Dist 11-14",20,0,0.0000,0.1271,false
"Ahead 3-5 | H2 Mid | YTG 11-20 | Dist 15-20",20,1,0.0500,0.1471,false
"Behind 6-8 | H2 Final 4 | YTG 51-60 | Dist 11-14",20,15,0.7500,0.4271,false
"Behind 6-8 | H2 Mid | YTG 71-80 | Dist 2",20,1,0.0500,0.1471,false
"Behind 3-5 | H1 Early | YTG 61-70 | Dist 20+",20,0,0.0000,0.1271,false
"Behind 9-14 | H1 Final 4 | YTG 71-80 | Dist 2",20,2,0.1000,0.1671,false
"Behind 0-2 | H2 Mid | YTG 31-40 | Dist 9-10",20,4,0.2000,0.2071,false
"Tied | H1 Final 4 | YTG 11-20 | Dist 9-10",20,1,0.0500,0.1471,false
"Tied | H2 Final 4 | YTG 61-70 | Dist 1",20,6,0.3000,0.2471,false
"Ahead 9-14 | H2 Mid | YTG 71-80 | Dist 20+",20,0,0.0000,0.1271,false
"Ahead 9-14 | H1 Mid | YTG 21-30 | Dist 20+",20,1,0.0500,0.1471,false
"Behind 0-2 | H1 Final 4 | YTG 71-80 | Dist 6-8",20,0,0.0000,0.1271,false
"Tied | H1 Final 4 | YTG 71-80 | Dist 20+",20,0,0.0000,0.1271,false
"Ahead 9-14 | H1 Early | YTG 61-70 | Dist 11-14",20,1,0.0500,0.1471,false
"Behind 9-14 | H1 Early | YTG 1-10 | Dist 3-5",20,5,0.2500,0.2271,false
"Ahead 9-14 | H2 Early | YTG 91-100 | Dist 9-10",20,0,0.0000,0.1271,false
"Behind 3-5 | H2 Final 4 | YTG 41-50 | Dist 1",20,20,1.0000,0.5271,false
"Ahead 6-8 | H1 Mid | YTG 91-100 | Dist 20+",20,0,0.0000,0.1271,false
"Ahead 9-14 | H1 Mid | YTG 91-100 | Dist 20+",20,2,0.1000,0.1671,false
"Behind 6-8 | H2 Mid | YTG 61-70 | Dist 20+",20,4,0.2000,0.2071,false
"Behind 6-8 | H2 Final 4 | YTG 51-60 | Dist 1",20,20,1.0000,0.5271,false
"Ahead 3-5 | H2 Early | YTG 1-10 | Dist 9-10",20,0,0.0000,0.1271,false
